data;

param M := 60;
param G := 6;


# <id grupo> <valor>
param LIM_MIN :=
28 52 156.938
28 53 154.487
28 54 182.509
28 55 158.105
28 56 178.5
28 57 181.446
28 58 116.738
28 59 195.519
29 0 158.773
29 1 198.094
29 2 209.391
29 3 165.508
29 4 188.116
29 5 177.092
29 6 136.631
29 7 164.305
29 8 133.325
29 9 164.05
29 10 144.889
29 11 132.114
29 12 145.398
29 13 172.185
29 14 175.952
29 15 199.199
29 16 140.065
29 17 159.731
29 18 151.545
29 19 130.899
29 20 139.417
29 21 177.248
29 22 163.52
29 23 188.919
29 24 140.143
29 25 139.208
29 26 145.565
29 27 144.628
29 28 202.326
29 29 0
29 30 128.451
29 31 181.771
29 32 215.918
29 33 164.659
29 34 161.072
29 35 182.528
29 36 150.241
29 37 163.831
29 38 177.395
29 39 195.741
29 40 164.93
29 41 208.27
29 42 146.556
29 43 147.304
29 44 150.441
29 45 143.697
29 46 134.491
29 47 148.913
29 48 152.504
29 49 172.385
29 50 157.193
29 51 165.905
29 52 173.955
29 53 150.365
29 54 167.182
29 55 171.233
29 56 144.337
29 57 204.386
29 58 206.868
29 59 197.776
30 0 154.244
30 1 169.052
30 2 173.614
30 3 185.181
30 4 166.004
30 5 139.885
30 6 162.381
30 7 172.186
30 8 180.698
30 9 167.084
30 10 132.452
30 11 165.86
30 12 144.581
30 13 174.134
30 14 160.425
30 15 153.355
30 16 139.339
30 17 142.059
30 18 157.987
30 19 144.567
30 20 146.883
30 21 161.676
30 22 183.316
30 23 178.315
30 24 162.513
30 25 143.655
30 26 163.554
30 27 171.66
30 28 174.431
30 29 128.451
30 30 0
30 31 162.186
30 32 186.094
30 33 141.428
30 34 144.102
30 35 204.148
30 36 153.496
30 37 161.174
30 38 158.801
30 39 153.051
30 40 171.669
30 41 158.002
30 42 168.449
30 43 138.999
30 44 166.744
30 45 139.76
30 46 132.701
30 47 182.165
30 48 147.159
30 49 159.196
30 50 137.219
30 51 113.633
30 52 155.529
30 53 157.769
30 54 149.887
30 55 176.054
30 56 140.442
30 57 141.067
30 58 183.208
30 59 145.868
31 0 191.203
31 1 172.058
31 2 186.512
31 3 182.103
31 4 183.138
31 5 184.938
31 6 161.208
31 7 189.928
31 8 184.728
31 9 159.858
31 10 123.942
31 11 192.554
31 12 153.245
31 13 199.722
31 14 152.981
31 15 177.482
31 16 171.097
31 17 144.314
31 18 161.302
31 19 165.866
31 20 156.013
31 21 157.239
31 22 176.201
31 23 165.378
31 24 179.943
31 25 197.211
31 26 144.649
31 27 175.287
31 28 190.235
31 29 181.771
31 30 162.186
31 31 0
31 32 183.636
31 33 204.596
31 34 196.764
31 35 186.521
31 36 185.956
31 37 157.649
31 38 185.394
31 39 178.607
31 40 227.025
31 41 201.261
31 42 172.217
31 43 125.755
31 44 175.697
31 45 164.357
31 46 172.998
31 47 180.293
31 48 155.672
31 49 165.052
31 50 205.243
31 51 163.837
31 52 204.138
31 53 167.593
31 54 182.275
31 55 172.777
31 56 186.403
31 57 203.75
31 58 166.205
31 59 176.598
32 0 213.633
32 1 165.775
32 2 203.815
32 3 182.156
32 4 169.811
32 5 190.132
32 6 203.239
32 7 208.996
32 8 207.909
32 9 152.082
32 10 196.19
32 11 168.45
32 12 170.313
32 13 182.606
32 14 150.67
32 15 157.828
32 16 161.359
32 17 179.018
32 18 167.164
32 19 163.135
32 20 224.71
32 21 161.489
32 22 157.881
32 23 183.156
32 24 202.12
32 25 193.658
32 26 152.321
32 27 187.992
32 28 165.7
32 29 215.918
32 30 186.094
32 31 183.636
32 32 0
32 33 207.638
32 34 213.872
32 35 198.014
32 36 169.068
32 37 193.455
32 38 194.183
32 39 141.535
32 40 175.443
32 41 145.725
32 42 219.229
32 43 161.179
32 44 138.409
32 45 179.155
32 46 203.977
32 47 180.914
32 48 207.183
32 49 147.984
32 50 199.55
32 51 155.594
32 52 212.671
32 53 184.043
32 54 193.641
32 55 206.129
32 56 170.982
32 57 205.1
32 58 160.701
32 59 191.006
33 0 153.747
33 1 167.746
33 2 149.573
33 3 181.882
33 4 163.286
33 5 186.685
33 6 181.083
33 7 171.826
33 8 191.962
33 9 187.521
33 10 152.811
33 11 182.765
33 12 162.401
33 13 180.811
33 14 178.88
33 15 122.926
33 16 182.185
33 17 167.92
33 18 115.602
33 19 193.7
33 20 178.133
33 21 194.171
33 22 211.116
33 23 135.203
33 24 138.721
33 25 134.543
33 26 198.19
33 27 136.407
33 28 174.504
33 29 164.659
33 30 141.428
33 31 204.596
33 32 207.638
33 33 0
33 34 148.61
33 35 199.477
33 36 156.915
33 37 166.918
33 38 173.577
33 39 179.478
33 40 156.363
33 41 191.437
33 42 157.364
33 43 173.96
33 44 189.714
33 45 134.955
33 46 133.536
33 47 199.269
33 48 163.869
33 49 176.882
33 50 134.7
33 51 140.013
33 52 112.965
33 53 193.105
33 54 166.076
33 55 145.876
33 56 148.67
33 57 147.013
33 58 196.97
33 59 158.444
34 0 134.268
34 1 205.885
34 2 204.866
34 3 159.13
34 4 184.369
34 5 207.719
34 6 158.457
34 7 162.957
34 8 199.09
34 9 160.331
34 10 172.542
34 11 178.008
34 12 162.658
34 13 180.339
34 14 157.092
34 15 195.482
34 16 168.624
34 17 152.521
34 18 169.168
34 19 189.846
34 20 176.59
34 21 148.2
34 22 195.162
34 23 136.175
34 24 137.702
34 25 138.547
34 26 189.137
34 27 164.149
34 28 219.595
34 29 161.072
34 30 144.102
34 31 196.764
34 32 213.872
34 33 148.61
34 34 0
34 35 218.386
34 36 168.964
34 37 165.27
34 38 209.529
34 39 161.136
34 40 139.604
34 41 187.617
34 42 175.673
34 43 162.938
34 44 163.188
34 45 158.879
34 46 90.439
34 47 150.988
34 48 116.43
34 49 206.274
34 50 165.073
34 51 139.73
34 52 159.681
34 53 205.945
34 54 188.242
34 55 161.225
34 56 147.155
34 57 197.675
34 58 210.143
34 59 177.53
35 0 203.715
35 1 161.635
35 2 149.143
35 3 178.064
35 4 159.409
35 5 181.2
35 6 143.965
35 7 140.438
35 8 170.73
35 9 153.885
35 10 197.859
35 11 160.844
35 12 196.617
35 13 142.139
35 14 153.382
35 15 194.124
35 16 198.056
35 17 182.432
35 18 148.206
35 19 152.386
35 20 157.341
35 21 181.067
35 22 161.678
35 23 165.675
35 24 191.693
35 25 163.184
35 26 151.123
35 27 192.494
35 28 175.102
35 29 182.528
35 30 204.148
35 31 186.521
35 32 198.014
35 33 199.477
35 34 218.386
35 35 0
35 36 120.581
35 37 219.156
35 38 162.743
35 39 176.799
35 40 186.644
35 41 185.249
35 42 156.634
35 43 177.499
35 44 157.724
35 45 160.871
35 46 180.043
35 47 143.616
35 48 161.334
35 49 178.578
35 50 215.003
35 51 185.243
35 52 144.893
35 53 168.207
35 54 183.061
35 55 147.976
35 56 141.146
35 57 194.13
35 58 160.33
35 59 202.094
36 0 161.706
36 1 178.212
36 2 136.954
36 3 142.235
36 4 143.595
36 5 168.108
36 6 130.272
36 7 113.923
36 8 141.831
36 9 120.935
36 10 158.19
36 11 104.349
36 12 145.864
36 13 123.515
36 14 131.76
36 15 176.17
36 16 167.796
36 17 134.589
36 18 124.181
36 19 156.222
36 20 161.116
36 21 134.333
36 22 137.606
36 23 151.5
36 24 172.458
36 25 148.562
36 26 147.796
36 27 142.067
36 28 157.102
36 29 150.241
36 30 153.496
36 31 185.956
36 32 169.068
36 33 156.915
36 34 168.964
36 35 120.581
36 36 0
36 37 152.885
36 38 151.253
36 39 142.08
36 40 118.656
36 41 154.717
36 42 116.933
36 43 146.497
36 44 112.092
36 45 113.73
36 46 131.966
36 47 128.382
36 48 122.229
36 49 144.498
36 50 144.27
36 51 143.164
36 52 129.714
36 53 124.983
36 54 121.575
36 55 105.812
36 56 99.553
36 57 152.548
36 58 121.179
36 59 147.161
37 0 148.246
37 1 207.131
37 2 207.212
37 3 143.195
37 4 183.755
37 5 206.985
37 6 168.946
37 7 171.672
37 8 171.701
37 9 184.058
37 10 147.62
37 11 145.1
37 12 129.8
37 13 209.565
37 14 162.014
37 15 175.103
37 16 185.092
37 17 130.312
37 18 149.509
37 19 193.272
37 20 169.774
37 21 138.102
37 22 209.551
37 23 159.258
37 24 152.354
37 25 184.751
37 26 183.848
37 27 138.195
37 28 174.328
37 29 163.831
37 30 161.174
37 31 157.649
37 32 193.455
37 33 166.918
37 34 165.27
37 35 219.156
37 36 152.885
37 37 0
37 38 215.198
37 39 193.756
37 40 184.355
37 41 223.871
37 42 129.047
37 43 141.062
37 44 172.331
37 45 126.86
37 46 158.987
37 47 180.665
37 48 133.723
37 49 154.31
37 50 165.038
37 51 171.742
37 52 179.46
37 53 175.601
37 54 179.146
37 55 169.305
37 56 189.804
37 57 212.443
37 58 151.254
37 59 163.332
38 0 183.613
38 1 149.046
38 2 142.229
38 3 229.117
38 4 164.458
38 5 145.139
38 6 192.615
38 7 171.368
38 8 188.004
38 9 197.448
38 10 142.944
38 11 158.914
38 12 186.396
38 13 133.485
38 14 169.589
38 15 196.687
38 16 193.166
38 17 171.441
38 18 140.446
38 19 133.821
38 20 172.346
38 21 197.009
38 22 123.537
38 23 169.561
38 24 207.111
38 25 142.588
38 26 150.247
38 27 174.932
38 28 152.308
38 29 177.395
38 30 158.801
38 31 185.394
38 32 194.183
38 33 173.577
38 34 209.529
38 35 162.743
38 36 151.253
38 37 215.198
38 38 0
38 39 159.349
38 40 204.834
38 41 147.504
38 42 162.514
38 43 166.818
38 44 152.775
38 45 172.486
38 46 178.391
38 47 205.302
38 48 167.49
38 49 161.688
38 50 181.54
38 51 139.467
38 52 171.309
38 53 171.45
38 54 183.837
38 55 139.794
38 56 145.579
38 57 183.52
38 58 163.974
38 59 175.31
39 0 167.227
39 1 153.811
39 2 169.025
39 3 171.594
39 4 151.998
39 5 141.441
39 6 160.248
39 7 166.722
39 8 161.004
39 9 135.812
39 10 177.268
39 11 169.984
39 12 186.804
39 13 132.37
39 14 132.693
39 15 170.559
39 16 177.73
39 17 150.058
39 18 135.629
39 19 163.252
39 20 165.147
39 21 126.106
39 22 146.01
39 23 164.944
39 24 170.985
39 25 141.883
39 26 137.438
39 27 200.189
39 28 149.5
39 29 195.741
39 30 153.051
39 31 178.607
39 32 141.535
39 33 179.478
39 34 161.136
39 35 176.799
39 36 142.08
39 37 193.756
39 38 159.349
39 39 0
39 40 130.809
39 41 119.852
39 42 175.982
39 43 160.308
39 44 156.879
39 45 174.482
39 46 162.202
39 47 159.195
39 48 147.916
39 49 183.105
39 50 177.413
39 51 127.343
39 52 157.445
39 53 184.317
39 54 171.045
39 55 142.16
39 56 142.526
39 57 186.056
39 58 129.741
39 59 166.684
40 0 186.401
40 1 208.076
40 2 185.58
40 3 135.663
40 4 184.633
40 5 203.828
40 6 145.105
40 7 175.796
40 8 172.467
40 9 128.536
40 10 193.686
40 11 147.852
40 12 184.657
40 13 147.159
40 14 167.223
40 15 197.53
40 16 171.584
40 17 152.44
40 18 135.166
40 19 200.595
40 20 201.272
40 21 147.424
40 22 171.216
40 23 165.86
40 24 148.99
40 25 158.211
40 26 178.41
40 27 171.408
40 28 187.589
40 29 164.93
40 30 171.669
40 31 227.025
40 32 175.443
40 33 156.363
40 34 139.604
40 35 186.644
40 36 118.656
40 37 184.355
40 38 204.834
40 39 130.809
40 40 0
40 41 176.056
40 42 169.675
40 43 171.295
40 44 149.862
40 45 155.296
40 46 143.608
40 47 146.18
40 48 156.016
40 49 210.777
40 50 152.825
40 51 165.172
40 52 153.561
40 53 175.787
40 54 160.052
40 55 139.89
40 56 132.417
40 57 186.56
40 58 183.843
40 59 184.752
41 0 193.574
41 1 181.888
41 2 155.581
41 3 224.166
41 4 164.785
41 5 142.155
41 6 212.385
41 7 171.148
41 8 207.813
41 9 156.133
41 10 189.722
41 11 166.334
41 12 193.892
41 13 175.498
41 14 138.354
41 15 174.009
41 16 157.572
41 17 176.36
41 18 159.135
41 19 167.93
41 20 195.802
41 21 173.065
41 22 146.89
41 23 184.324
41 24 219.488
41 25 173.727
41 26 156.164
41 27 187.146
41 28 190.806
41 29 208.27
41 30 158.002
41 31 201.261
41 32 145.725
41 33 191.437
41 34 187.617
41 35 185.249
41 36 154.717
41 37 223.871
41 38 147.504
41 39 119.852
41 40 176.056
41 41 0
41 42 206.682
41 43 198.016
41 44 142.939
41 45 151.038
41 46 158.255
41 47 167.638
41 48 186.488
41 49 169.706
41 50 186.094
41 51 86.078
41 52 193.748
41 53 192.889
41 54 181.932
41 55 187.784
41 56 147.119
41 57 166.496
41 58 176.455
41 59 167.032
42 0 150.074
42 1 171.837
42 2 160.743
42 3 154.77
42 4 185.942
42 5 193.415
42 6 146.315
42 7 120.968
42 8 126.832
42 9 181.264
42 10 148.323
42 11 147.362
42 12 141.991
42 13 150.823
42 14 150.476
42 15 190.239
42 16 189.2
42 17 115.84
42 18 109.134
42 19 169.222
42 20 142.198
42 21 132.738
42 22 166.107
42 23 133.301
42 24 148.038
42 25 159.647
42 26 148.682
42 27 162.847
42 28 151.677
42 29 146.556
42 30 168.449
42 31 172.217
42 32 219.229
42 33 157.364
42 34 175.673
42 35 156.634
42 36 116.933
42 37 129.047
42 38 162.514
42 39 175.982
42 40 169.675
42 41 206.682
42 42 0
42 43 153.002
42 44 170.591
42 45 129.723
42 46 160.159
42 47 161.916
42 48 117.848
42 49 176.139
42 50 173.005
42 51 159.589
42 52 151.361
42 53 146.35
42 54 157.695
42 55 100.038
42 56 161.135
42 57 201.015
42 58 137.726
42 59 158.07
43 0 149.639
43 1 182.074
43 2 198.44
43 3 159.815
43 4 154.768
43 5 187.367
43 6 146.019
43 7 172.17
43 8 171.237
43 9 139.478
43 10 104.893
43 11 167.63
43 12 114.424
43 13 130.425
43 14 130.929
43 15 189.375
43 16 183.999
43 17 116.752
43 18 141.233
43 19 141.039
43 20 147.068
43 21 129.664
43 22 160.097
43 23 136.195
43 24 121.403
43 25 153.848
43 26 155.624
43 27 171.879
43 28 164.001
43 29 147.304
43 30 138.999
43 31 125.755
43 32 161.179
43 33 173.96
43 34 162.938
43 35 177.499
43 36 146.497
43 37 141.062
43 38 166.818
43 39 160.308
43 40 171.295
43 41 198.016
43 42 153.002
43 43 0
43 44 142.604
43 45 153.923
43 46 153.048
43 47 170.739
43 48 115.774
43 49 138.432
43 50 195.851
43 51 154.851
43 52 179.248
43 53 152.84
43 54 174.247
43 55 140.843
43 56 156.485
43 57 205.72
43 58 138.058
43 59 194.158
44 0 180.088
44 1 189.037
44 2 187.528
44 3 158.353
44 4 166.277
44 5 167.851
44 6 159.544
44 7 163.475
44 8 179.288
44 9 132.831
44 10 146.942
44 11 92.996
44 12 153.436
44 13 138.633
44 14 139.704
44 15 192.574
44 16 146.634
44 17 155.333
44 18 151.118
44 19 123.635
44 20 180.465
44 21 151.078
44 22 98.471
44 23 164.758
44 24 184.616
44 25 161.548
44 26 122.225
44 27 123.226
44 28 203.034
44 29 150.441
44 30 166.744
44 31 175.697
44 32 138.409
44 33 189.714
44 34 163.188
44 35 157.724
44 36 112.092
44 37 172.331
44 38 152.775
44 39 156.879
44 40 149.862
44 41 142.939
44 42 170.591
44 43 142.604
44 44 0
44 45 141.054
44 46 125.46
44 47 113.347
44 48 139.751
44 49 128.503
44 50 151.66
44 51 132.072
44 52 186.08
44 53 166.079
44 54 169.838
44 55 156.428
44 56 116.218
44 57 203.813
44 58 170.672
44 59 160.354
45 0 161.328
45 1 196.366
45 2 142.357
45 3 161.333
45 4 162.85
45 5 171.013
45 6 169.276
45 7 135.108
45 8 175.416
45 9 147.432
45 10 139.229
45 11 117.222
45 12 140.431
45 13 187.721
45 14 125.084
45 15 152.012
45 16 148.945
45 17 115.083
45 18 103.191
45 19 176.726
45 20 152.079
45 21 153.66
45 22 181.092
45 23 140.976
45 24 155.285
45 25 163.031
45 26 168.886
45 27 112.31
45 28 173.594
45 29 143.697
45 30 139.76
45 31 164.357
45 32 179.155
45 33 134.955
45 34 158.879
45 35 160.871
45 36 113.73
45 37 126.86
45 38 172.486
45 39 174.482
45 40 155.296
45 41 151.038
45 42 129.723
45 43 153.923
45 44 141.054
45 45 0
45 46 111.817
45 47 139.783
45 48 133.53
45 49 143.811
45 50 155.792
45 51 114.588
45 52 149.81
45 53 157.044
45 54 159.279
45 55 153.298
45 56 152.376
45 57 154.911
45 58 161.214
45 59 152.721
46 0 138.615
46 1 205.745
46 2 176.489
46 3 158.171
46 4 165.613
46 5 168.633
46 6 155.128
46 7 140.132
46 8 178.833
46 9 137.062
46 10 129.639
46 11 142.186
46 12 151.979
46 13 168.968
46 14 136.223
46 15 173.099
46 16 159.57
46 17 143.271
46 18 141.686
46 19 166.664
46 20 142.515
46 21 161.436
46 22 172.112
46 23 147.547
46 24 148.239
46 25 135.146
46 26 169.151
46 27 117.906
46 28 222.112
46 29 134.491
46 30 132.701
46 31 172.998
46 32 203.977
46 33 133.536
46 34 90.439
46 35 180.043
46 36 131.966
46 37 158.987
46 38 178.391
46 39 162.202
46 40 143.608
46 41 158.255
46 42 160.159
46 43 153.048
46 44 125.46
46 45 111.817
46 46 0
46 47 116.711
46 48 102.3
46 49 159.946
46 50 141.266
46 51 111.929
46 52 143.541
46 53 189.974
46 54 168.722
46 55 144.652
46 56 126.506
46 57 174.679
46 58 192.974
46 59 157.815
47 0 181.344
47 1 197.472
47 2 209.258
47 3 118.741
47 4 195.974
47 5 189.977
47 6 155.76
47 7 128.456
47 8 149.809
47 9 128.895
47 10 178.126
47 11 131.526
47 12 162.297
47 13 170.682
47 14 114.701
47 15 188.885
47 16 162.367
47 17 147.341
47 18 156.053
47 19 148.485
47 20 155.869
47 21 151.566
47 22 150.243
47 23 174.764
47 24 173.218
47 25 156.186
47 26 137.766
47 27 162.973
47 28 222.757
47 29 148.913
47 30 182.165
47 31 180.293
47 32 180.914
47 33 199.269
47 34 150.988
47 35 143.616
47 36 128.382
47 37 180.665
47 38 205.302
47 39 159.195
47 40 146.18
47 41 167.638
47 42 161.916
47 43 170.739
47 44 113.347
47 45 139.783
47 46 116.711
47 47 0
47 48 132.816
47 49 165.863
47 50 187.906
47 51 151.309
47 52 170.345
47 53 187.584
47 54 193.425
47 55 166.716
47 56 150.436
47 57 218.053
47 58 182.464
47 59 190.751
48 0 127.542
48 1 193.206
48 2 183.106
48 3 141.954
48 4 163.75
48 5 170.738
48 6 137.384
48 7 131.733
48 8 166.918
48 9 156.598
48 10 124.066
48 11 144.255
48 12 153.67
48 13 135.118
48 14 123.535
48 15 196.29
48 16 200.225
48 17 110.15
48 18 135.228
48 19 158.309
48 20 111.097
48 21 124.959
48 22 172.209
48 23 129.802
48 24 133.106
48 25 133.124
48 26 163.801
48 27 162.073
48 28 185.042
48 29 152.504
48 30 147.159
48 31 155.672
48 32 207.183
48 33 163.869
48 34 116.43
48 35 161.334
48 36 122.229
48 37 133.723
48 38 167.49
48 39 147.916
48 40 156.016
48 41 186.488
48 42 117.848
48 43 115.774
48 44 139.751
48 45 133.53
48 46 102.3
48 47 132.816
48 48 0
48 49 160.625
48 50 174.862
48 51 141.861
48 52 135.087
48 53 187.458
48 54 185.036
48 55 114.117
48 56 150.615
48 57 207.206
48 58 140.901
48 59 165.319
49 0 158.999
49 1 176.52
49 2 205.214
49 3 187.078
49 4 152.463
49 5 157.278
49 6 205.6
49 7 159.311
49 8 175.184
49 9 177.385
49 10 133.421
49 11 147.523
49 12 126.932
49 13 175.255
49 14 130.155
49 15 143.382
49 16 191.669
49 17 169.365
49 18 159.634
49 19 119.534
49 20 156.597
49 21 180.882
49 22 169.821
49 23 182.602
49 24 189.781
49 25 159.798
49 26 157.72
49 27 150.772
49 28 185.984
49 29 172.385
49 30 159.196
49 31 165.052
49 32 147.984
49 33 176.882
49 34 206.274
49 35 178.578
49 36 144.498
49 37 154.31
49 38 161.688
49 39 183.105
49 40 210.777
49 41 169.706
49 42 176.139
49 43 138.432
49 44 128.503
49 45 143.811
49 46 159.946
49 47 165.863
49 48 160.625
49 49 0
49 50 185.611
49 51 137.873
49 52 181.514
49 53 187.894
49 54 194.498
49 55 186.85
49 56 167.829
49 57 206.343
49 58 142.1
49 59 181.127
50 0 196.842
50 1 190.421
50 2 166.935
50 3 174.977
50 4 189.908
50 5 161.242
50 6 160.862
50 7 206.981
50 8 197.181
50 9 186.405
50 10 162.733
50 11 140.088
50 12 193.338
50 13 190.185
50 14 214.258
50 15 163.356
50 16 148.719
50 17 186.086
50 18 156.467
50 19 187.09
50 20 197.937
50 21 187.54
50 22 183.405
50 23 195.378
50 24 192.512
50 25 183.043
50 26 168.156
50 27 122.213
50 28 207.805
50 29 157.193
50 30 137.219
50 31 205.243
50 32 199.55
50 33 134.7
50 34 165.073
50 35 215.003
50 36 144.27
50 37 165.038
50 38 181.54
50 39 177.413
50 40 152.825
50 41 186.094
50 42 173.005
50 43 195.851
50 44 151.66
50 45 155.792
50 46 141.266
50 47 187.906
50 48 174.862
50 49 185.611
50 50 0
50 51 152.845
50 52 159.784
50 53 184.626
50 54 139.659
50 55 169.449
50 56 131.714
50 57 162.93
50 58 213.401
50 59 94.142
51 0 142.683
51 1 163.613
51 2 150.559
51 3 195.431
51 4 151.878
51 5 132.858
51 6 187.048
51 7 147.489
51 8 181.503
51 9 150.536
51 10 134.111
51 11 157.509
51 12 142.345
51 13 156.723
51 14 118.21
51 15 141.01
51 16 138.215
51 17 137.145
51 18 123.867
51 19 143.704
51 20 153.046
51 21 140.067
51 22 147.266
51 23 139.346
51 24 164.141
51 25 148.202
51 26 135.546
51 27 150.706
51 28 181.621
51 29 165.905
51 30 113.633
51 31 163.837
51 32 155.594
51 33 140.013
51 34 139.73
51 35 185.243
51 36 143.164
51 37 171.742
51 38 139.467
51 39 127.343
51 40 165.172
51 41 86.078
51 42 159.589
51 43 154.851
51 44 132.072
51 45 114.588
51 46 111.929
51 47 151.309
51 48 141.861
51 49 137.873
51 50 152.845
51 51 0
51 52 170.198
51 53 176.928
51 54 159.177
51 55 156.994
51 56 133.595
51 57 161.069
51 58 165.139
51 59 131.158
52 0 167.015
52 1 150.999
52 2 150.306
52 3 147.272
52 4 159.817
52 5 173.225
52 6 154.12
52 7 142.742
52 8 178.496
52 9 184.134
52 10 178.976
52 11 164.786
52 12 189.991
52 13 166.469
52 14 162.363
52 15 142.209
52 16 207.122
52 17 165.291
52 18 135.122
52 19 178.865
52 20 150.88
52 21 191.785
52 22 210.147
52 23 154.95
52 24 163.424
52 25 106.912
52 26 195.664
52 27 172.055
52 28 156.938
52 29 173.955
52 30 155.529
52 31 204.138
52 32 212.671
52 33 112.965
52 34 159.681
52 35 144.893
52 36 129.714
52 37 179.46
52 38 171.309
52 39 157.445
52 40 153.561
52 41 193.748
52 42 151.361
52 43 179.248
52 44 186.08
52 45 149.81
52 46 143.541
52 47 170.345
52 48 135.087
52 49 181.514
52 50 159.784
52 51 170.198
52 52 0
52 53 198.018
52 54 186.011
52 55 138.729
52 56 147.061
52 57 155.95
52 58 168.415
52 59 171.112
53 0 188.436
53 1 178.121
53 2 153.385
53 3 189.407
53 4 169.512
53 5 213.631
53 6 136.465
53 7 154.923
53 8 148.238
53 9 131.287
53 10 180.838
53 11 163.035
53 12 129.185
53 13 170.66
53 14 170.846
53 15 204.177
53 16 133.508
53 17 158.953
53 18 164.463
53 19 172.129
53 20 203.914
53 21 149.619
53 22 141.611
53 23 170.811
53 24 193.903
53 25 189.653
53 26 150.464
53 27 173.708
53 28 154.487
53 29 150.365
53 30 157.769
53 31 167.593
53 32 184.043
53 33 193.105
53 34 205.945
53 35 168.207
53 36 124.983
53 37 175.601
53 38 171.45
53 39 184.317
53 40 175.787
53 41 192.889
53 42 146.35
53 43 152.84
53 44 166.079
53 45 157.044
53 46 189.974
53 47 187.584
53 48 187.458
53 49 187.894
53 50 184.626
53 51 176.928
53 52 198.018
53 53 0
53 54 93.724
53 55 148.395
53 56 126.719
53 57 148.402
53 58 161.99
53 59 184.505
54 0 178.094
54 1 186.578
54 2 131.042
54 3 200.248
54 4 147.787
54 5 188.389
54 6 125.581
54 7 172.729
54 8 163.487
54 9 123.225
54 10 183.694
54 11 177.138
54 12 156.916
54 13 166.294
54 14 193.642
54 15 186.114
54 16 132.847
54 17 185.221
54 18 163.409
54 19 191.541
54 20 200.045
54 21 143.383
54 22 162.356
54 23 172.641
54 24 187.772
54 25 198.977
54 26 152.879
54 27 163.525
54 28 182.509
54 29 167.182
54 30 149.887
54 31 182.275
54 32 193.641
54 33 166.076
54 34 188.242
54 35 183.061
54 36 121.575
54 37 179.146
54 38 183.837
54 39 171.045
54 40 160.052
54 41 181.932
54 42 157.695
54 43 174.247
54 44 169.838
54 45 159.279
54 46 168.722
54 47 193.425
54 48 185.036
54 49 194.498
54 50 139.659
54 51 159.177
54 52 186.011
54 53 93.724
54 54 0
54 55 143.028
54 56 95.711
54 57 126.743
54 58 175.592
54 59 139.297
55 0 157.969
55 1 171.199
55 2 134.861
55 3 162.111
55 4 164.798
55 5 195.022
55 6 134.812
55 7 134.115
55 8 147.171
55 9 147.397
55 10 139.388
55 11 163.377
55 12 157.838
55 13 109.93
55 14 148.626
55 15 196.663
55 16 199.029
55 17 128.156
55 18 107.05
55 19 181.373
55 20 165.316
55 21 141.469
55 22 140.93
55 23 115.644
55 24 153.604
55 25 147.087
55 26 157.914
55 27 160.197
55 28 158.105
55 29 171.233
55 30 176.054
55 31 172.777
55 32 206.129
55 33 145.876
55 34 161.225
55 35 147.976
55 36 105.812
55 37 169.305
55 38 139.794
55 39 142.16
55 40 139.89
55 41 187.784
55 42 100.038
55 43 140.843
55 44 156.428
55 45 153.298
55 46 144.652
55 47 166.716
55 48 114.117
55 49 186.85
55 50 169.449
55 51 156.994
55 52 138.729
55 53 148.395
55 54 143.028
55 55 0
55 56 128.506
55 57 179.072
55 58 134.375
55 59 163.454
56 0 151.496
56 1 158.599
56 2 132.95
56 3 179.061
56 4 115.263
56 5 159.669
56 6 109.528
56 7 145.484
56 8 161.504
56 9 107.926
56 10 172.634
56 11 142.419
56 12 155.711
56 13 118.268
56 14 163.556
56 15 175.637
56 16 127.323
56 17 180.303
56 18 150.48
56 19 140.609
56 20 174.073
56 21 143.924
56 22 124.379
56 23 146.015
56 24 167.367
56 25 139.96
56 26 129.711
56 27 142.65
56 28 178.5
56 29 144.337
56 30 140.442
56 31 186.403
56 32 170.982
56 33 148.67
56 34 147.155
56 35 141.146
56 36 99.553
56 37 189.804
56 38 145.579
56 39 142.526
56 40 132.417
56 41 147.119
56 42 161.135
56 43 156.485
56 44 116.218
56 45 152.376
56 46 126.506
56 47 150.436
56 48 150.615
56 49 167.829
56 50 131.714
56 51 133.595
56 52 147.061
56 53 126.719
56 54 95.711
56 55 128.506
56 56 0
56 57 138.578
56 58 172.217
56 59 145.539
57 0 212.065
57 1 180.736
57 2 107.496
57 3 216.757
57 4 172.116
57 5 202.728
57 6 187.029
57 7 179.54
57 8 221.184
57 9 168.59
57 10 200.283
57 11 200.806
57 12 185.595
57 13 212.743
57 14 192.13
57 15 157.469
57 16 162.839
57 17 190.198
57 18 179.497
57 19 217.828
57 20 224.493
57 21 207.818
57 22 210.987
57 23 184.699
57 24 225.691
57 25 190.812
57 26 213.835
57 27 181.645
57 28 181.446
57 29 204.386
57 30 141.067
57 31 203.75
57 32 205.1
57 33 147.013
57 34 197.675
57 35 194.13
57 36 152.548
57 37 212.443
57 38 183.52
57 39 186.056
57 40 186.56
57 41 166.496
57 42 201.015
57 43 205.72
57 44 203.813
57 45 154.911
57 46 174.679
57 47 218.053
57 48 207.206
57 49 206.343
57 50 162.93
57 51 161.069
57 52 155.95
57 53 148.402
57 54 126.743
57 55 179.072
57 56 138.578
57 57 0
57 58 203.034
57 59 159.643
58 0 154.172
58 1 171.148
58 2 174.654
58 3 179.0
