data;

param M := 60;
param G := 6;

# <id grupo> <valor>
param LIM_MIN :=
38 20 47
38 21 79
38 22 73
38 23 12
38 24 50
38 25 62
38 26 99
38 27 31
38 28 45
38 29 25
38 30 97
38 31 10
38 32 94
38 33 77
38 34 30
38 35 11
38 36 74
38 37 89
38 38 0
38 39 81
38 40 50
38 41 41
38 42 14
38 43 98
38 44 16
38 45 89
38 46 61
38 47 38
38 48 48
38 49 35
38 50 46
38 51 55
38 52 69
38 53 7
38 54 31
38 55 71
38 56 66
38 57 71
38 58 81
38 59 56
39 0 94
39 1 59
39 2 86
39 3 49
39 4 92
39 5 39
39 6 54
39 7 20
39 8 38
39 9 29
39 10 29
39 11 49
39 12 75
39 13 16
39 14 67
39 15 83
39 16 25
39 17 48
39 18 77
39 19 14
39 20 56
39 21 60
39 22 13
39 23 8
39 24 84
39 25 39
39 26 28
39 27 41
39 28 5
39 29 0
39 30 73
39 31 93
39 32 45
39 33 84
39 34 41
39 35 63
39 36 91
39 37 7
39 38 81
39 39 0
39 40 48
39 41 30
39 42 35
39 43 21
39 44 6
39 45 53
39 46 24
39 47 65
39 48 66
39 49 55
39 50 98
39 51 16
39 52 70
39 53 42
39 54 60
39 55 49
39 56 35
39 57 5
39 58 2
39 59 37
40 0 77
40 1 84
40 2 59
40 3 19
40 4 47
40 5 59
40 6 1
40 7 64
40 8 83
40 9 46
40 10 99
40 11 70
40 12 26
40 13 17
40 14 66
40 15 22
40 16 61
40 17 64
40 18 51
40 19 81
40 20 6
40 21 63
40 22 39
40 23 66
40 24 6
40 25 5
40 26 78
40 27 4
40 28 54
40 29 7
40 30 66
40 31 41
40 32 13
40 33 79
40 34 75
40 35 47
40 36 83
40 37 37
40 38 50
40 39 48
40 40 0
40 41 9
40 42 77
40 43 12
40 44 64
40 45 96
40 46 25
40 47 4
40 48 100
40 49 40
40 50 72
40 51 50
40 52 54
40 53 11
40 54 83
40 55 10
40 56 64
40 57 35
40 58 47
40 59 70
41 0 51
41 1 69
41 2 2
41 3 19
41 4 20
41 5 42
41 6 34
41 7 13
41 8 11
41 9 15
41 10 0
41 11 93
41 12 56
41 13 13
41 14 64
41 15 3
41 16 55
41 17 34
41 18 4
41 19 26
41 20 75
41 21 60
41 22 56
41 23 47
41 24 34
41 25 75
41 26 69
41 27 65
41 28 0
41 29 6
41 30 59
41 31 88
41 32 36
41 33 17
41 34 45
41 35 90
41 36 44
41 37 77
41 38 41
41 39 30
41 40 9
41 41 0
41 42 86
41 43 48
41 44 47
41 45 3
41 46 26
41 47 80
41 48 42
41 49 67
41 50 9
41 51 73
41 52 7
41 53 57
41 54 55
41 55 65
41 56 34
41 57 33
41 58 73
41 59 77
42 0 67
42 1 30
42 2 22
42 3 63
42 4 89
42 5 42
42 6 57
42 7 56
42 8 40
42 9 2
42 10 51
42 11 49
42 12 29
42 13 77
42 14 40
42 15 45
42 16 94
42 17 20
42 18 63
42 19 13
42 20 13
42 21 12
42 22 15
42 23 32
42 24 15
42 25 18
42 26 22
42 27 6
42 28 70
42 29 21
42 30 74
42 31 84
42 32 18
42 33 67
42 34 57
42 35 55
42 36 88
42 37 32
42 38 14
42 39 35
42 40 77
42 41 86
42 42 0
42 43 66
42 44 76
42 45 65
42 46 40
42 47 76
42 48 21
42 49 96
42 50 34
42 51 37
42 52 18
42 53 47
42 54 72
42 55 13
42 56 67
42 57 24
42 58 95
42 59 66
43 0 25
43 1 88
43 2 63
43 3 21
43 4 68
43 5 100
43 6 94
43 7 56
43 8 91
43 9 67
43 10 74
43 11 36
43 12 27
43 13 30
43 14 46
43 15 56
43 16 84
43 17 38
43 18 41
43 19 21
43 20 32
43 21 70
43 22 21
43 23 21
43 24 26
43 25 49
43 26 34
43 27 65
43 28 83
43 29 49
43 30 66
43 31 79
43 32 32
43 33 91
43 34 3
43 35 96
43 36 6
43 37 66
43 38 98
43 39 21
43 40 12
43 41 48
43 42 66
43 43 0
43 44 48
43 45 40
43 46 58
43 47 86
43 48 48
43 49 82
43 50 66
43 51 67
43 52 9
43 53 21
43 54 35
43 55 72
43 56 51
43 57 64
43 58 43
43 59 7
44 0 56
44 1 29
44 2 37
44 3 43
44 4 40
44 5 67
44 6 97
44 7 67
44 8 71
44 9 12
44 10 59
44 11 87
44 12 90
44 13 72
44 14 32
44 15 49
44 16 50
44 17 28
44 18 94
44 19 80
44 20 18
44 21 69
44 22 14
44 23 63
44 24 68
44 25 18
44 26 47
44 27 84
44 28 99
44 29 77
44 30 81
44 31 41
44 32 5
44 33 4
44 34 95
44 35 26
44 36 28
44 37 58
44 38 16
44 39 6
44 40 64
44 41 47
44 42 76
44 43 48
44 44 0
44 45 82
44 46 20
44 47 27
44 48 9
44 49 99
44 50 69
44 51 81
44 52 49
44 53 87
44 54 79
44 55 50
44 56 88
44 57 81
44 58 49
44 59 3
45 0 61
45 1 34
45 2 46
45 3 35
45 4 100
45 5 77
45 6 3
45 7 95
45 8 64
45 9 12
45 10 75
45 11 69
45 12 31
45 13 54
45 14 17
45 15 80
45 16 3
45 17 37
45 18 12
45 19 2
45 20 40
45 21 93
45 22 32
45 23 33
45 24 4
45 25 21
45 26 20
45 27 10
45 28 77
45 29 93
45 30 95
45 31 90
45 32 27
45 33 86
45 34 32
45 35 52
45 36 97
45 37 24
45 38 89
45 39 53
45 40 96
45 41 3
45 42 65
45 43 40
45 44 82
45 45 0
45 46 17
45 47 8
45 48 61
45 49 74
45 50 81
45 51 4
45 52 96
45 53 63
45 54 58
45 55 20
45 56 1
45 57 9
45 58 27
45 59 88
46 0 53
46 1 91
46 2 81
46 3 99
46 4 26
46 5 7
46 6 10
46 7 72
46 8 30
46 9 76
46 10 12
46 11 74
46 12 95
46 13 12
46 14 62
46 15 35
46 16 74
46 17 21
46 18 64
46 19 49
46 20 87
46 21 45
46 22 0
46 23 64
46 24 41
46 25 25
46 26 22
46 27 9
46 28 57
46 29 43
46 30 54
46 31 73
46 32 88
46 33 84
46 34 14
46 35 87
46 36 26
46 37 20
46 38 61
46 39 24
46 40 25
46 41 26
46 42 40
46 43 58
46 44 20
46 45 17
46 46 0
46 47 98
46 48 50
46 49 38
46 50 70
46 51 78
46 52 46
46 53 19
46 54 45
46 55 34
46 56 1
46 57 95
46 58 60
46 59 79
47 0 79
47 1 98
47 2 46
47 3 17
47 4 25
47 5 85
47 6 16
47 7 39
47 8 55
47 9 73
47 10 58
47 11 94
47 12 30
47 13 93
47 14 1
47 15 91
47 16 97
47 17 74
47 18 5
47 19 26
47 20 13
47 21 45
47 22 2
47 23 17
47 24 7
47 25 3
47 26 63
47 27 53
47 28 50
47 29 99
47 30 99
47 31 30
47 32 71
47 33 60
47 34 30
47 35 35
47 36 54
47 37 74
47 38 38
47 39 65
47 40 4
47 41 80
47 42 76
47 43 86
47 44 27
47 45 8
47 46 98
47 47 0
47 48 44
47 49 94
47 50 29
47 51 63
47 52 46
47 53 37
47 54 64
47 55 31
47 56 42
47 57 33
47 58 0
47 59 71
48 0 97
48 1 73
48 2 11
48 3 32
48 4 93
48 5 69
48 6 55
48 7 68
48 8 72
48 9 8
48 10 23
48 11 17
48 12 27
48 13 5
48 14 99
48 15 4
48 16 89
48 17 57
48 18 18
48 19 3
48 20 100
48 21 82
48 22 58
48 23 81
48 24 9
48 25 63
48 26 2
48 27 29
48 28 39
48 29 74
48 30 99
48 31 54
48 32 13
48 33 1
48 34 63
48 35 0
48 36 77
48 37 84
48 38 48
48 39 66
48 40 100
48 41 42
48 42 21
48 43 48
48 44 9
48 45 61
48 46 50
48 47 44
48 48 0
48 49 26
48 50 30
48 51 94
48 52 14
48 53 83
48 54 36
48 55 41
48 56 58
48 57 8
48 58 85
48 59 26
49 0 3
49 1 27
49 2 90
49 3 63
49 4 63
49 5 29
49 6 62
49 7 34
49 8 28
49 9 45
49 10 74
49 11 38
49 12 4
49 13 44
49 14 75
49 15 93
49 16 72
49 17 79
49 18 97
49 19 47
49 20 40
49 21 92
49 22 61
49 23 23
49 24 88
49 25 44
49 26 22
49 27 64
49 28 1
49 29 15
49 30 0
49 31 31
49 32 48
49 33 100
49 34 1
49 35 13
49 36 28
49 37 79
49 38 35
49 39 55
49 40 40
49 41 67
49 42 96
49 43 82
49 44 99
49 45 74
49 46 38
49 47 94
49 48 26
49 49 0
49 50 77
49 51 5
49 52 43
49 53 69
49 54 38
49 55 62
49 56 97
49 57 9
49 58 81
49 59 57
50 0 80
50 1 37
50 2 35
50 3 31
50 4 77
50 5 10
50 6 93
50 7 62
50 8 17
50 9 44
50 10 52
50 11 44
50 12 100
50 13 84
50 14 38
50 15 69
50 16 18
50 17 35
50 18 40
50 19 5
50 20 4
50 21 16
50 22 89
50 23 44
50 24 1
50 25 21
50 26 17
50 27 75
50 28 9
50 29 26
50 30 97
50 31 3
50 32 44
50 33 87
50 34 95
50 35 16
50 36 49
50 37 44
50 38 46
50 39 98
50 40 72
50 41 9
50 42 34
50 43 66
50 44 69
50 45 81
50 46 70
50 47 29
50 48 30
50 49 77
50 50 0
50 51 18
50 52 19
50 53 59
50 54 51
50 55 63
50 56 22
50 57 63
50 58 1
50 59 23
51 0 74
51 1 49
51 2 93
51 3 62
51 4 11
51 5 49
51 6 9
51 7 95
51 8 26
51 9 80
51 10 9
51 11 64
51 12 94
51 13 85
51 14 67
51 15 83
51 16 90
51 17 27
51 18 54
51 19 98
51 20 50
51 21 100
51 22 0
51 23 10
51 24 50
51 25 33
51 26 5
51 27 53
51 28 49
51 29 28
51 30 62
51 31 65
51 32 12
51 33 55
51 34 70
51 35 47
51 36 73
51 37 94
51 38 55
51 39 16
51 40 50
51 41 73
51 42 37
51 43 67
51 44 81
51 45 4
51 46 78
51 47 63
51 48 94
51 49 5
51 50 18
51 51 0
51 52 64
51 53 2
51 54 93
51 55 65
51 56 92
51 57 17
51 58 41
51 59 40
52 0 72
52 1 48
52 2 64
52 3 76
52 4 6
52 5 10
52 6 33
52 7 10
52 8 18
52 9 29
52 10 6
52 11 54
52 12 19
52 13 0
52 14 75
52 15 49
52 16 1
52 17 14
52 18 59
52 19 74
52 20 76
52 21 61
52 22 80
52 23 79
52 24 40
52 25 85
52 26 76
52 27 26
52 28 34
52 29 56
52 30 57
52 31 43
52 32 58
52 33 99
52 34 72
52 35 89
52 36 3
52 37 85
52 38 69
52 39 70
52 40 54
52 41 7
52 42 18
52 43 9
52 44 49
52 45 96
52 46 46
52 47 46
52 48 14
52 49 43
52 50 19
52 51 64
52 52 0
52 53 74
52 54 99
52 55 91
52 56 96
52 57 55
52 58 9
52 59 33
53 0 24
53 1 52
53 2 38
53 3 31
53 4 14
53 5 41
53 6 85
53 7 86
53 8 2
53 9 15
53 10 92
53 11 40
53 12 33
53 13 62
53 14 60
53 15 73
53 16 98
53 17 10
53 18 28
53 19 21
53 20 22
53 21 33
53 22 94
53 23 43
53 24 25
53 25 69
53 26 8
53 27 16
53 28 68
53 29 77
53 30 41
53 31 54
53 32 32
53 33 36
53 34 13
53 35 34
53 36 74
53 37 10
53 38 7
53 39 42
53 40 11
53 41 57
53 42 47
53 43 21
53 44 87
53 45 63
53 46 19
53 47 37
53 48 83
53 49 69
53 50 59
53 51 2
53 52 74
53 53 0
53 54 32
53 55 36
53 56 11
53 57 83
53 58 25
53 59 23
54 0 87
54 1 24
54 2 1
54 3 0
54 4 88
54 5 3
54 6 63
54 7 7
54 8 78
54 9 16
54 10 75
54 11 98
54 12 4
54 13 53
54 14 53
54 15 87
54 16 16
54 17 49
54 18 29
54 19 87
54 20 58
54 21 26
54 22 47
54 23 61
54 24 33
54 25 68
54 26 26
54 27 54
54 28 79
54 29 1
54 30 42
54 31 95
54 32 99
54 33 71
54 34 20
54 35 69
54 36 3
54 37 42
54 38 31
54 39 60
54 40 83
54 41 55
54 42 72
54 43 35
54 44 79
54 45 58
54 46 45
54 47 64
54 48 36
54 49 38
54 50 51
54 51 93
54 52 99
54 53 32
54 54 0
54 55 25
54 56 32
54 57 18
54 58 99
54 59 10
55 0 34
55 1 3
55 2 46
55 3 1
55 4 85
55 5 28
55 6 49
55 7 45
55 8 88
55 9 82
55 10 43
55 11 86
55 12 41
55 13 30
55 14 55
55 15 67
55 16 84
55 17 75
55 18 12
55 19 45
55 20 65
55 21 69
55 22 85
55 23 92
55 24 7
55 25 16
55 26 3
55 27 38
55 28 93
55 29 19
55 30 56
55 31 23
55 32 50
55 33 55
55 34 37
55 35 0
55 36 0
55 37 77
55 38 71
55 39 49
55 40 10
55 41 65
55 42 13
55 43 72
55 44 50
55 45 20
55 46 34
55 47 31
55 48 41
55 49 62
55 50 63
55 51 65
55 52 91
55 53 36
55 54 25
55 55 0
55 56 43
55 57 66
55 58 61
55 59 19
56 0 41
56 1 63
56 2 28
56 3 56
56 4 1
56 5 33
56 6 74
56 7 32
56 8 71
56 9 21
56 10 28
56 11 25
56 12 12
56 13 68
56 14 2
56 15 2
56 16 93
56 17 28
56 18 28
56 19 55
56 20 19
56 21 68
56 22 63
56 23 20
56 24 1
56 25 32
56 26 46
56 27 79
56 28 53
56 29 7
56 30 39
56 31 58
56 32 12
56 33 48
56 34 33
56 35 1
56 36 11
56 37 91
56 38 66
56 39 35
56 40 64
56 41 34
56 42 67
56 43 51
56 44 88
56 45 1
56 46 1
56 47 42
56 48 58
56 49 97
56 50 22
56 51 92
56 52 96
56 53 11
56 54 32
56 55 43
56 56 0
56 57 26
56 58 62
56 59 66
57 0 93
57 1 0
57 2 95
57 3 33
57 4 84
57 5 23
57 6 0
57 7 90
57 8 12
57 9 6
57 10 89
57 11 3
57 12 78
57 13 9
57 14 11
57 15 97
57 16 67
57 17 16
57 18 69
57 19 46
57 20 6
57 21 99
57 22 40
57 23 56
57 24 58
57 25 45
57 26 1
57 27 91
57 28 88
57 29 44
57 30 14
57 31 17
57 32 12
57 33 67
57 34 82
57 35 73
57 36 90
57 37 62
57 38 71
57 39 5
57 40 35
57 41 33
57 42 24
57 43 64
57 44 81
57 45 9
57 46 95
57 47 33
57 48 8
57 49 9
57 50 63
57 51 17
57 52 55
57 53 83
57 54 18
57 55 66
57 56 26
57 57 0
57 58 37
57 59 46
58 0 46
58 1 99
58 2 38
58 3 34
58 4 95
58 5 9
58 6 69
58 7 59
58 8 28
58 9 68
58 10 67
58 11 5
58 12 56
58 13 70
58 14 53
58 15 85
58 16 14
58 17 16
58 18 24
58 19 45
58 20 13
58 21 54
58 22 62
58 23 50
58 24 52
58 25 92
58 26 57
58 27 39
58 28 55
58 29 51
58 30 33
58 31 22
58 32 22
58 33 18
58 34 68
58 35 50
58 36 17
58 37 69
58 38 81
58 39 2
58 40 47
58 41 73
58 42 95
58 43 43
58 44 49
58 45 27
58 46 60
58 47 0
58 48 85
58 49 81
58 50 1
58 51 41
58 52 9
58 53 25
58 54 99
58 55 61
58 56 62
58 57 37
58 58 0
58 59 6
59 0 73
59 1 27
59 2 20
59 3 67
59 4 72
59 5 72
59 6 39
59 7 23
59 8 14
59 9 28
59 10 97
59 11 32
59 12 98
59 13 69
59 14 98
59 15 56
59 16 33
59 17 67
59 18 22
59 19 99
59 20 72
59 21 18
59 22 98
59 23 46
59 24 84
59 25 32
59 26 89
59 27 73
59 28 59
59 29 33
59 30 31
59 31 41
59 32 92
59 33 77
59 34 86
59 35 3
59 36 24
59 37 15
59 38 56
59 39 37
59 40 70
59 41 77
59 42 66
59 43 7
59 44 3
59 45 88
59 46 79
59 47 71
59 48 26
59 49 57
59 50 23
59 51 40
59 52 33
59 53 23
59 54 10
59 55 19
59 56 66
59 57 46
59 58 6
59 59 0
;

end;
